ShipmentID,GenericName,CargoUnit,OriginLocationName,OriginCountry,OriginPort,OriginPortCode,DestinationLocationName,DestinationCountry,DestinationPort,DestinationPortCode,Carrier,ModeOfTransport,SecondaryMode,ContainerNumber,BillOfLadingNumber,ETD,ETA,ATD,ATA,FreightTerms,CargoDescription,CargoWeight,CargoVolume,FreightCost,CustomsValue,TrackingNumber,TemperatureCategory,TemperatureRange,PackagingType,QualityRequirements,ComplianceRequirements,QualityMetrics,RiskCategory,InspectionFrequency,MonitoringLevel,InsuranceType,InsuranceCoverage,InsurancePremium,HandlingEquipmentCost,HandlingLaborCost,TotalHandlingCost,CarbonFootprint,CarbonFootprintUnit,RequiredDocuments
SHIP-3462A484,Beta Interferon,mcg,Research Triangle Park Facility,USA,,USRDU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL21963,27-01-2024 21:00,01-02-2024 21:00,27-01-2024 18:00,01-02-2024 15:00,DAP,Pharmaceutical Raw Materials - Beta Interferon,0.0,0.0,0.0,0.0,S2502117870898,DFZ,-80C to -20C,Deep Freeze Container,"['HACCP', 'GMP']","['WHO', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9677015354224379}",MEDIUM,Weekly,Enhanced,Standard,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', None]"
SHIP-82BBBEB1,Paracetamol,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL25010,01-03-2022 21:00,06-03-2022 21:00,01-03-2022 11:00,08-03-2022 03:00,CIF,Pharmaceutical Raw Materials - Paracetamol,233.34,0.7,904.29,41207.14,JH2502111298179,CRT,20C to 35C,Pallet Box,"['HACCP', 'GDP']","['FDA', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9901728436452544}",LOW,Monthly,Standard,Standard,41207.14,1236.21,124.52,58.14,182.66,20.48,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-9A836AD5,Atorvastatin,g,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL59622,21-10-2024 21:00,26-10-2024 21:00,22-10-2024 05:00,28-10-2024 05:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,61.15,0.25,2461.64,8933.95,DA2502118660762,CRT,20C to 35C,Pallet Box,"['ISO', 'HACCP']","['EMA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9815431428872424}",MEDIUM,Weekly,Enhanced,Standard,8933.95,321.62,31.79,11.54,43.34,223.16,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-23002003,Paracetamol,g,Toronto Facility,Canada,,CATOR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL34428,10-05-2023 21:00,14-05-2023 21:00,11-05-2023 09:00,16-05-2023 13:00,CIF,Pharmaceutical Raw Materials - Paracetamol,281.75,0.98,869.17,37682.74,JH2502117037673,CRT,15C to 25C,Cardboard Box,"['ISO', 'GDP']","['FDA', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9731397511129865}",LOW,Monthly,Standard,Basic,30146.192,753.65,166.21,61.99,228.2,19.03,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-5F09AD82,Paracetamol,g,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL68619,22-09-2023 21:00,27-09-2023 21:00,23-09-2023 08:00,27-09-2023 12:00,CIF,Pharmaceutical Raw Materials - Paracetamol,166.48,0.43,555.25,23345.84,YF2502115535785,CRT,20C to 35C,Pallet Box,"['GMP', 'HACCP']","['MHRA', 'EMA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9812506509130614}",LOW,Monthly,Standard,Basic,18676.672,466.92,95.13,34.53,129.66,13.2,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-48376279,Aspirin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL92571,13-01-2025 21:00,16-01-2025 21:00,14-01-2025 04:00,17-01-2025 06:00,CIF,Pharmaceutical Raw Materials - Aspirin,158.49,0.82,687.02,19088.46,S2502111211718,CRT,30C to 35C,Plastic Drum,"['GMP', 'GDP']","['FDA', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9526323123604925}",HIGH,Daily,Continuous,Standard,19088.46,858.98,89.28,38.71,127.99,14.71,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-63FB9986,Adalimumab,mg,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL19612,29-03-2024 21:00,01-04-2024 21:00,30-03-2024 01:00,03-04-2024 00:00,CIF,Pharmaceutical Raw Materials - Adalimumab,0.01,0.0,0.04,1.93,JH2502115511520,CRT,15C to 25C,Fiber Drum,"['GDP', 'ISO']","['WHO', 'MHRA']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9524569444436737}",MEDIUM,Weekly,Enhanced,Premium,2.316,0.09,0.01,0.0,0.01,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-F71E5644,Ibuprofen,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL40467,28-04-2022 21:00,02-05-2022 21:00,29-04-2022 08:00,02-05-2022 07:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,216.92,0.94,10212.87,36523.01,ES2502119873512,CRT,20C to 35C,Pallet Box,"['GDP', 'HACCP']","['EMA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9810466086501438}",HIGH,Daily,Continuous,Premium,43827.612,2191.38,115.81,43.29,159.1,902.45,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-5F416354,Ciprofloxacin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL82562,02-05-2022 21:00,07-05-2022 21:00,02-05-2022 17:00,07-05-2022 10:00,CIF,Pharmaceutical Raw Materials - Ciprofloxacin,42.66,0.2,152.42,6021.04,YF2502116941554,CRT,15C to 25C,Cardboard Box,"['GDP', 'ISO']","['MHRA', 'FDA']","{'temperature_excursions': 1, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9988111648164102}",HIGH,Daily,Continuous,Basic,4816.832,180.63,21.67,8.39,30.05,3.3,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-D0E42FA0,Amoxicillin,g,Research Triangle Park Facility,USA,,USRDU,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL55049,07-06-2024 21:00,09-06-2024 21:00,07-06-2024 23:00,09-06-2024 09:00,DAP,Pharmaceutical Raw Materials - Amoxicillin,115.42,0.27,188.99,0.0,XL2502118644465,CRT,15C to 25C,Fiber Drum,"['GMP', 'HACCP']","['EMA', 'MHRA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9725820394517559}",MEDIUM,Weekly,Enhanced,All-Risk,283.485,11.34,58.28,24.67,82.95,6.08,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-60F810B6,Lisinopril,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL21231,02-09-2024 21:00,06-09-2024 21:00,02-09-2024 23:00,06-09-2024 07:00,CIF,Pharmaceutical Raw Materials - Lisinopril,43.6,0.12,175.43,5101.96,WE2502118316127,CRT,20C to 35C,Pallet Box,"['GDP', 'ISO']","['MHRA', 'WHO']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9824803082955608}",LOW,Monthly,Standard,Premium,6122.352,204.08,21.64,7.26,28.89,4.02,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-A765A650,Atorvastatin,g,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,XPO Logistics,road,,,BOL49903,05-01-2023 21:00,12-01-2023 21:00,05-01-2023 23:00,12-01-2023 04:00,CIF,Pharmaceutical Raw Materials - Atorvastatin,43.28,0.15,122.82,5342.77,XL2502116617120,CRT,30C to 35C,Plastic Drum,"['HACCP', 'GDP']","['WHO', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9593894290153625}",MEDIUM,Weekly,Enhanced,All-Risk,8014.155,320.57,23.11,9.23,32.34,2.81,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-17759985,Metformin,g,San Francisco Facility,USA,,USSFO,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL95293,24-01-2025 21:00,27-01-2025 21:00,24-01-2025 16:00,29-01-2025 08:00,DAP,Pharmaceutical Raw Materials - Metformin,251.42,1.11,550.88,0.0,S2502119556720,CRT,20C to 35C,Pallet Box,"['GMP', 'GDP']","['MHRA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9704019005784146}",LOW,Monthly,Standard,Premium,661.056,22.04,105.48,57.78,163.26,17.85,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', None]"
SHIP-248D7823,Metformin,g,Montreal Facility,Canada,,CAMTR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL68464,04-11-2022 21:00,11-11-2022 21:00,04-11-2022 09:00,12-11-2022 18:00,CIF,Pharmaceutical Raw Materials - Metformin,107.94,0.51,369.47,8354.2,YF2502112568289,CRT,15C to 25C,Fiber Drum,"['HACCP', 'GMP']","['MHRA', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9759779797712559}",LOW,Monthly,Standard,Premium,10025.04,334.17,55.3,26.88,82.18,8.18,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-B33EB4BF,Lisinopril,g,Ho Chi Minh City Facility,Vietnam,Saigon Port,VNSGN,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL51809,11-08-2024 21:00,14-08-2024 21:00,11-08-2024 17:00,15-08-2024 03:00,CIF,Pharmaceutical Raw Materials - Lisinopril,42.2,0.1,2077.22,6815.85,UA2502111907706,CRT,15C to 25C,Cardboard Box,"['GMP', 'GDP']","['WHO', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9938691932747907}",LOW,Monthly,Standard,Premium,8179.02,272.63,18.7,7.37,26.07,173.46,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-813065DC,Alpha Interferon,mcg,Shanghai Facility,China,Shanghai Port,CNSHA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,FedEx Express,air,road,,BOL80457,20-08-2023 21:00,24-08-2023 21:00,21-08-2023 02:00,26-08-2023 15:00,CIF,Pharmaceutical Raw Materials - Alpha Interferon,0.0,0.0,0.0,0.0,FE2502111017161,DFZ,-25C to -15C,Cryo Box,"['GMP', 'ISO']","['WHO', 'EMA']","{'temperature_excursions': 2, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9569133977252945}",HIGH,Daily,Continuous,Basic,0.0,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-6CFDDE14,Ibuprofen,g,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Lufthansa Cargo,air,road,,BOL96085,26-02-2024 21:00,28-02-2024 21:00,26-02-2024 21:00,28-02-2024 11:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,196.64,0.64,7522.78,37077.5,LC2502115667040,CRT,30C to 35C,Plastic Drum,"['GDP', 'GMP']","['MHRA', 'WHO']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9678547807983069}",LOW,Monthly,Standard,Standard,37077.5,1112.33,96.61,30.7,127.32,700.07,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-CCE392A1,Albuterol,g,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL31846,23-12-2024 21:00,25-12-2024 21:00,23-12-2024 11:00,26-12-2024 17:00,CIF,Pharmaceutical Raw Materials - Albuterol,18.97,0.09,868.04,3178.74,ES2502113622797,CRT,15C to 25C,Fiber Drum,"['GMP', 'ISO']","['WHO', 'FDA']","{'temperature_excursions': 0, 'humidity_deviations': 2, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9625130957310476}",HIGH,Daily,Continuous,Premium,3814.488,190.72,7.76,2.88,10.65,74.27,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-96DDF300,COVID-19 Vaccine,doses,San Juan Facility,USA,,PRSJC,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL90536,22-02-2022 21:00,26-02-2022 21:00,22-02-2022 20:00,26-02-2022 00:00,DAP,Pharmaceutical Raw Materials - COVID-19 Vaccine,0.61,0.0,1.07,0.0,JH2502115125333,FRZ,2C to 8C,Thermal Box,"['GDP', 'HACCP']","['WHO', 'EMA']","{'temperature_excursions': 3, 'humidity_deviations': 0, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9546148600389439}",MEDIUM,Weekly,Enhanced,Premium,1.284,0.05,2.01,0.72,2.74,0.04,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', None]"
SHIP-F3906A94,Insulin,IU,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL80835,20-11-2024 21:00,27-11-2024 21:00,21-11-2024 04:00,28-11-2024 12:00,CIF,Pharmaceutical Raw Materials - Insulin,0.0,0.0,0.01,0.36,S2502119992776,REF,20C to 35C,Insulated Box,"['GMP', 'ISO']","['MHRA', 'FDA']","{'temperature_excursions': 0, 'humidity_deviations': 0, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9871239961520574}",LOW,Monthly,Standard,All-Risk,0.54,0.02,0.01,0.0,0.01,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-A3D3FCFA,Aspirin,g,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Emirates SkyCargo,air,road,,BOL81825,27-12-2022 21:00,31-12-2022 21:00,27-12-2022 17:00,31-12-2022 03:00,CIF,Pharmaceutical Raw Materials - Aspirin,121.13,0.4,5274.44,13818.21,ES2502115623982,CRT,15C to 25C,Cardboard Box,"['GMP', 'GDP']","['FDA', 'WHO']","{'temperature_excursions': 1, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.957700755114736}",HIGH,Daily,Continuous,All-Risk,20727.315,1036.37,71.17,18.23,89.4,440.04,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-E5CD2F09,COVID-19 Vaccine,doses,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,J.B. Hunt,road,,,BOL29326,07-04-2023 21:00,10-04-2023 21:00,07-04-2023 15:00,10-04-2023 10:00,CIF,Pharmaceutical Raw Materials - COVID-19 Vaccine,0.53,0.0,2.0,60.96,JH2502117302245,FRZ,-150C to -196C,Cryogenic Container,"['GDP', 'GMP']","['MHRA', 'FDA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9773669550783873}",HIGH,Daily,Continuous,Premium,73.152,3.66,1.57,0.63,2.2,0.04,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-D45C637F,Ibuprofen,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Schneider,road,,,BOL51613,18-02-2024 21:00,21-02-2024 21:00,18-02-2024 15:00,22-02-2024 22:00,CIF,Pharmaceutical Raw Materials - Ibuprofen,197.54,0.76,640.1,22235.02,S2502113582499,CRT,20C to 35C,Pallet Box,"['ISO', 'GMP']","['EMA', 'FDA']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9756258707219972}",MEDIUM,Weekly,Enhanced,Standard,22235.02,800.46,92.52,43.44,135.96,16.14,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-CB95A268,Flu Vaccine,doses,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL17487,17-02-2022 21:00,20-02-2022 21:00,17-02-2022 21:00,20-02-2022 23:00,CIF,Pharmaceutical Raw Materials - Flu Vaccine,0.5,0.0,2.12,94.68,WE2502115775351,FRZ,-150C to -196C,Cryogenic Container,"['GDP', 'GMP']","['MHRA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 2, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9503612581061959}",HIGH,Daily,Continuous,Premium,113.616,5.68,1.5,0.61,2.11,0.05,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', 'Temperature Log', 'Insurance Certificate', 'Customs Declaration']"
SHIP-D64AAA60,Aspirin,g,Mexico City Facility,Mexico,Veracruz Port,MXVER,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,YRC Freight,road,,,BOL74088,20-06-2022 21:00,25-06-2022 21:00,20-06-2022 14:00,25-06-2022 05:00,CIF,Pharmaceutical Raw Materials - Aspirin,201.88,1.06,709.84,27068.94,YF2502114004546,CRT,15C to 25C,Fiber Drum,"['ISO', 'HACCP']","['WHO', 'MHRA']","{'temperature_excursions': 2, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9556560563952923}",MEDIUM,Weekly,Enhanced,Standard,27068.94,974.48,102.45,41.95,144.41,16.9,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-F34E13B3,Metformin,g,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,UPS Airlines,air,road,,BOL21721,08-07-2022 21:00,12-07-2022 21:00,09-07-2022 01:00,12-07-2022 19:00,CIF,Pharmaceutical Raw Materials - Metformin,161.81,0.68,6725.66,24193.1,UA2502119764740,CRT,15C to 25C,Cardboard Box,"['ISO', 'GDP']","['FDA', 'EMA']","{'temperature_excursions': 0, 'humidity_deviations': 1, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9542299617650593}",MEDIUM,Weekly,Enhanced,All-Risk,36289.65,1451.59,73.82,31.77,105.6,630.2,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-0488024D,Metformin,g,Jakarta Facility,Indonesia,Tanjung Priok Port,IDTPP,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL35435,06-03-2023 21:00,10-03-2023 21:00,07-03-2023 03:00,12-03-2023 18:00,CIF,Pharmaceutical Raw Materials - Metformin,113.17,0.48,5147.92,21614.36,DA2502118940846,CRT,15C to 25C,Fiber Drum,"['HACCP', 'ISO']","['FDA', 'EMA']","{'temperature_excursions': 1, 'humidity_deviations': 0, 'packaging_integrity': 'Excellent', 'documentation_completeness': 0.9844658820314268}",LOW,Monthly,Standard,Premium,25937.232,864.57,58.29,24.88,83.17,464.14,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-086AF259,Paracetamol,g,Guangzhou Facility,China,Guangzhou Port,CNGZA,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,DHL Aviation,air,road,,BOL38210,09-02-2025 21:00,13-02-2025 21:00,09-02-2025 19:00,14-02-2025 16:00,CIF,Pharmaceutical Raw Materials - Paracetamol,174.41,0.74,6620.53,26386.76,DA2502115202749,CRT,20C to 35C,Pallet Box,"['GDP', 'GMP']","['FDA', 'WHO']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Good', 'documentation_completeness': 0.9877678504050356}",LOW,Monthly,Standard,All-Risk,39580.14,1319.34,98.82,27.11,125.93,661.14,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
SHIP-BFA1CA45,Erythropoietin,IU,Toronto Facility,Canada,,CATOR,PharmaCo Manufacturing Plant,USA,Port of New York and New Jersey,USEWK,Werner Enterprises,road,,,BOL16531,05-02-2023 21:00,10-02-2023 21:00,05-02-2023 23:00,12-02-2023 02:00,CIF,Pharmaceutical Raw Materials - Erythropoietin,0.0,0.0,0.0,0.08,WE2502113992531,CRT,15C to 25C,Fiber Drum,"['ISO', 'GDP']","['WHO', 'MHRA']","{'temperature_excursions': 3, 'humidity_deviations': 1, 'packaging_integrity': 'Fair', 'documentation_completeness': 0.9538505726928145}",LOW,Monthly,Standard,Premium,0.096,0.0,0.0,0.0,0.0,0.0,kg CO2e,"['Commercial Invoice', 'Packing List', 'Certificate of Analysis', None, 'Insurance Certificate', 'Customs Declaration']"
